# W=1920 H=1080
x,y
1383.519,363.695
1386.661,364.614
1390.470,365.678
1394.280,366.743
1398.024,367.794
1401.775,368.829
1405.523,369.870
1409.430,370.983
1413.338,372.091
1417.245,373.204
1421.151,374.317
1425.065,375.412
1428.289,376.306
1431.510,377.205
1434.734,378.098
1437.956,378.979
1441.176,379.866
1444.396,380.753
1447.615,381.640
1450.827,382.545
1454.039,383.451
1457.430,384.370
1460.820,385.290
1464.123,386.209
1467.281,387.096
1471.100,388.112
1474.969,389.144
1478.759,390.152
1482.472,391.136
1486.187,392.114
1490.084,393.130
1493.981,394.146
1497.878,395.163
1501.114,396.017
1504.350,396.872
1507.669,397.704
1510.987,398.540
1514.310,399.363
1517.397,400.089
1520.488,400.808
1523.582,401.518
1526.838,402.244
1530.094,402.970
1533.292,403.663
1536.490,404.357
1539.689,405.048
1542.855,405.726
1546.053,406.403
1549.252,407.076
1552.457,407.738
1555.664,408.393
1558.875,409.039
1561.916,409.652
1564.956,410.265
1568.282,410.818
1571.611,411.367
1574.278,411.786
1576.903,412.173
1579.521,412.544
1582.146,412.899
1584.852,413.238
1587.387,413.512
1589.922,413.786
1592.464,414.044
1595.077,414.271
1597.690,414.497
1600.222,414.738
1602.755,414.979
1605.288,415.221
1607.813,415.479
1610.341,415.732
1612.867,415.990
1615.235,416.223
1617.599,416.465
1619.957,416.723
1622.321,416.965
1624.717,417.192
1627.102,417.391
1629.457,417.584
1631.810,417.782
1634.165,417.976
1636.520,418.137
1638.881,418.284
1641.242,418.429
1643.610,418.558
1645.701,418.729
1647.788,418.874
1649.882,419.003
1651.976,419.132
1654.081,419.267
1656.182,419.411
1658.202,419.540
1660.215,419.653
1662.234,419.747
1664.247,419.827
1666.190,419.907
1668.132,419.956
1670.081,419.987
1672.038,419.957
1674.026,419.866
1676.049,419.705
1678.072,419.544
1680.095,419.350
1682.114,419.133
1684.137,418.907
1686.166,418.665
1688.189,418.407
1690.180,418.133
1692.134,417.854
1694.085,417.547
1696.043,417.224
1697.992,416.878
1699.937,416.523
1701.869,416.136
1703.787,415.717
1705.695,415.272
1707.594,414.779
1709.492,414.277
1711.377,413.745
1713.240,413.172
1715.057,412.536
1716.838,411.835
1718.585,411.095
1720.319,410.325
1722.035,409.512
1723.742,408.678
1725.462,407.805
1727.170,406.902
1728.860,405.955
1730.465,404.999
1731.946,404.042
1733.313,403.078
1734.612,402.051
1735.853,400.975
1737.036,399.850
1738.155,398.661
1739.209,397.408
1740.188,396.112
1741.094,394.775
1741.941,393.347
1742.725,391.873
1743.410,390.350
1744.015,388.795
1744.550,387.206
1745.006,385.597
1745.390,383.964
1745.719,382.292
1745.973,380.599
1746.137,378.879
1746.214,377.140
1746.226,375.385
1746.187,373.638
1746.089,371.896
1745.922,370.162
1745.656,368.448
1745.293,366.749
1744.834,365.039
1744.269,363.333
1743.613,361.628
1742.888,359.912
